date,windVectorAvgSpeed,windDailyAvgSpeed,windHourlyMaxSpeed,windHourlyMinSpeed,tempDailyAvg,tempDailyMin,tempDailyMax,precipDailySum,airpresDailyAvg,airpresHourlyMax,airpresHourlyMin,humidDailyAvg,humidDailyMax,humidDailyMin,windVectorWeight,north,east,south,west,tempDailyAvg_mean_3,tempDailyAvg_mean_7,tempDailyMin_mean_3,tempDailyMin_mean_7,tempDailyMax_mean_3,tempDailyMax_mean_7,airpresDailyAvg_mean_3,airpresDailyAvg_mean_7,humidDailyAvg_mean_3,humidDailyAvg_mean_7,precipDailySum_sum_3,precipDailySum_sum_7,holiday_NL,workday,vacation_NL_North,vacation_NL_Central,vacation_NL_South,vacation_BE,vacation_GE,wildfire,year
2021-08-18,2.5,2.6,5.0,2.0,17.2,15.1,19.9,0.6,10152,10163,10138,85,96,67,0.962,0.0,0.0,0.299,0.663,15.5,17.3,12.6,12.6,18.0,21.8,10154,10172,85,79,12,12,False,True,True,True,True,True,False,False,2021
2021-08-19,2.5,2.7,4.0,1.0,16.5,12.7,18.8,0.3,10142,10152,10131,85,93,72,0.926,0.0,0.0,0.33,0.596,16.0,16.9,13.1,12.7,18.3,20.8,10155,10164,87,81,5,13,False,True,True,True,True,True,False,True,2021
2021-08-20,1.8,2.0,4.0,0.0,17.4,12.7,21.8,0.0,10167,10185,10148,84,96,67,0.9,0.0,0.0,0.49,0.41,17.0,16.8,13.5,12.7,20.2,20.7,10154,10157,85,82,1,13,False,True,True,True,True,True,False,False,2021
2021-08-21,1.4,1.8,3.0,0.0,19.4,12.4,25.0,8.5,10165,10182,10146,78,98,51,0.778,0.0,0.181,0.597,0.0,17.8,17.1,12.6,12.6,21.9,20.8,10158,10152,82,82,9,21,False,False,True,True,True,True,False,False,2021
2021-08-22,2.9,3.4,5.0,2.0,18.0,16.3,22.0,3.2,10160,10187,10143,88,97,71,0.853,0.0,0.0,0.104,0.749,18.3,16.8,13.8,13.1,22.9,20.2,10164,10156,83,84,12,24,False,False,True,True,True,True,False,False,2021
2021-08-23,4.2,4.3,6.0,3.0,18.0,13.7,21.8,1.4,10239,10270,10192,79,95,60,0.977,0.901,0.076,0.0,0.0,18.5,17.3,14.1,13.5,22.9,20.8,10188,10171,82,84,13,18,False,True,False,True,True,True,False,False,2021
2021-08-24,3.8,3.9,6.0,2.0,16.8,11.4,22.8,0.0,10275,10287,10265,74,93,46,0.974,0.682,0.292,0.0,0.0,17.6,17.6,13.8,13.5,22.2,21.7,10225,10186,80,82,5,14,False,True,False,True,True,True,False,False,2021
2021-08-25,2.5,2.9,5.0,1.0,16.7,10.5,22.4,0.2,10224,10263,10177,75,98,46,0.862,0.747,0.0,0.0,0.115,17.2,17.5,11.9,12.8,22.3,22.1,10246,10196,76,80,2,14,False,True,False,True,True,True,False,False,2021
2021-08-26,3.5,3.6,6.0,2.0,15.9,10.6,19.4,0.7,10166,10184,10156,78,94,68,0.972,0.529,0.0,0.0,0.443,16.5,17.5,10.8,12.5,21.5,22.2,10222,10199,76,79,1,14,False,True,False,True,True,True,False,False,2021
2021-08-27,4.0,4.1,6.0,2.0,15.6,10.5,20.6,2.4,10192,10202,10182,77,94,54,0.976,0.662,0.0,0.0,0.314,16.1,17.2,10.5,12.2,20.8,22.0,10194,10203,77,78,3,16,False,True,False,True,True,True,False,False,2021
2021-08-28,4.3,4.6,7.0,2.0,17.1,13.2,21.6,-0.1,10209,10224,10198,76,95,53,0.935,0.914,0.0,0.0,0.021,16.2,16.9,11.4,12.3,20.5,21.5,10189,10209,77,78,3,8,False,False,False,True,True,True,False,False,2021
2021-08-29,3.9,4.0,5.0,3.0,16.2,14.6,17.1,0.2,10205,10216,10193,86,94,76,0.975,0.704,0.0,0.0,0.271,16.3,16.6,12.8,12.1,19.8,20.8,10202,10216,80,78,3,5,False,False,False,True,True,True,False,False,2021
2021-08-30,4.3,4.3,6.0,3.0,17.8,14.5,22.9,0.0,10215,10237,10206,80,94,55,1.0,0.911,0.0,0.0,0.089,17.0,16.6,14.1,12.2,20.5,21.0,10210,10212,81,78,0,3,False,True,False,False,True,True,False,True,2021
2021-08-31,3.7,3.7,6.0,1.0,17.1,11.6,22.0,0.0,10263,10283,10240,77,98,56,1.0,0.989,0.0,0.0,0.011,17.0,16.6,13.6,12.2,20.7,20.9,10228,10211,81,78,0,3,False,True,False,False,True,True,False,False,2021
2021-09-01,2.1,2.3,4.0,1.0,16.8,15.0,19.1,0.0,10285,10294,10279,70,80,61,0.913,0.761,0.152,0.0,0.0,17.2,16.6,13.7,12.9,21.3,20.4,10254,10219,76,78,0,3,False,True,False,False,True,False,False,False,2021
2021-09-02,2.5,2.7,4.0,2.0,16.8,11.8,21.8,0.0,10262,10280,10239,74,94,54,0.926,0.504,0.422,0.0,0.0,16.9,16.8,12.8,13.0,21.0,20.7,10270,10233,74,77,0,3,False,True,False,False,True,False,False,False,2021
2021-09-03,3.0,3.1,5.0,1.0,17.3,10.3,24.8,0.0,10205,10234,10184,78,98,48,0.968,0.57,0.398,0.0,0.0,17.0,17.0,12.4,13.0,21.9,21.3,10251,10235,74,77,0,0,False,True,False,False,True,False,False,False,2021
2021-09-04,3.2,3.3,5.0,1.0,15.4,11.7,21.8,0.0,10187,10194,10174,84,98,62,0.97,0.399,0.571,0.0,0.0,16.5,16.8,11.3,12.8,22.8,21.4,10218,10232,79,78,0,0,False,False,False,False,True,False,False,False,2021
2021-09-05,2.0,2.1,4.0,0.0,16.8,9.8,24.5,0.0,10211,10229,10194,75,97,47,0.952,0.518,0.434,0.0,0.0,16.5,16.9,10.6,12.1,23.7,22.4,10201,10233,79,77,0,0,False,False,False,False,True,False,False,False,2021
2021-09-06,0.9,1.1,3.0,0.0,17.3,8.2,25.5,0.0,10239,10248,10227,73,98,41,0.818,0.564,0.254,0.0,0.0,16.5,16.8,9.9,11.2,23.9,22.8,10212,10236,77,76,0,0,False,True,False,False,False,False,False,False,2021
2021-09-07,1.8,1.8,4.0,0.0,19.5,10.9,27.1,0.0,10224,10243,10195,68,96,43,1.0,0.0,0.944,0.056,0.0,17.9,17.1,9.6,11.1,25.7,23.5,10225,10230,72,75,0,0,False,True,False,False,False,False,False,False,2021
2021-09-08,2.6,2.7,6.0,1.0,20.6,13.0,28.4,0.0,10150,10193,10108,63,89,36,0.963,0.0,0.846,0.117,0.0,19.1,17.7,10.7,10.8,27.0,24.8,10204,10211,68,74,0,0,False,True,False,False,False,False,False,False,2021
2021-09-09,2.1,2.6,4.0,1.0,20.6,14.1,26.7,0.1,10102,10111,10094,74,94,54,0.808,0.0,0.0,0.611,0.197,20.2,18.2,12.7,11.1,27.4,25.5,10159,10188,68,74,0,0,False,True,False,False,False,False,False,False,2021
2021-09-10,2.4,2.6,3.0,1.0,19.1,16.7,23.0,17.9,10127,10152,10109,90,97,75,0.923,0.0,0.0,0.718,0.205,20.1,18.5,14.6,12.1,26.0,25.3,10126,10177,76,75,18,18,False,True,False,False,False,False,False,False,2021
2021-09-11,2.9,3.1,4.0,2.0,17.5,15.2,20.2,6.0,10166,10181,10150,88,94,80,0.935,0.0,0.0,0.488,0.447,19.1,18.8,15.3,12.6,23.3,25.1,10132,10174,84,76,24,24,False,False,False,False,False,False,False,False,2021
2021-09-12,1.2,2.4,3.0,0.0,15.3,10.2,21.7,0.0,10183,10196,10175,82,97,61,0.5,0.0,0.0,0.061,0.439,17.3,18.6,14.0,12.6,21.6,24.7,10159,10170,87,77,24,24,False,False,False,False,False,False,False,False,2021
2021-09-13,1.3,1.5,3.0,0.0,14.8,7.6,20.5,0.0,10183,10200,10160,79,98,57,0.867,0.289,0.578,0.0,0.0,15.9,18.2,11.0,12.5,20.8,23.9,10177,10162,83,78,6,24,False,True,False,False,False,False,False,False,2021
2021-09-14,1.9,2.5,3.0,2.0,18.0,11.6,22.4,2.1,10131,10159,10108,84,97,66,0.76,0.0,0.507,0.253,0.0,16.0,18.0,9.8,12.6,21.5,23.3,10166,10149,82,80,2,26,False,True,False,False,False,False,False,False,2021
2021-09-15,2.5,2.8,6.0,0.0,17.1,11.8,20.1,1.3,10121,10156,10098,86,98,74,0.893,0.119,0.0,0.0,0.774,16.6,17.5,10.3,12.5,21.0,22.1,10145,10145,83,83,3,27,False,True,False,False,False,False,False,False,2021
2021-09-16,2.3,2.8,5.0,1.0,15.4,10.1,21.8,0.0,10172,10181,10156,79,97,54,0.821,0.137,0.0,0.0,0.684,16.8,16.7,11.2,11.9,21.4,21.4,10141,10155,83,84,3,27,False,True,False,False,False,False,False,False,2021
2021-09-17,1.2,1.7,4.0,0.0,16.2,11.4,21.7,0.0,10161,10176,10150,80,98,57,0.706,0.0,0.0,0.094,0.612,16.2,16.3,11.1,11.1,21.2,21.2,10151,10160,82,83,1,9,False,True,False,False,False,False,False,False,2021
2021-09-18,1.9,2.2,4.0,0.0,16.2,9.9,23.3,0.0,10161,10173,10151,79,98,51,0.864,0.154,0.71,0.0,0.0,15.9,16.1,10.5,10.4,22.3,21.6,10165,10159,79,81,0,3,False,False,False,False,False,False,False,False,2021
2021-09-19,2.5,2.7,4.0,2.0,15.4,9.8,22.0,0.0,10151,10175,10140,77,96,54,0.926,0.0,0.885,0.041,0.0,15.9,16.2,10.4,10.3,22.3,21.7,10158,10154,79,81,0,3,False,False,False,False,False,False,False,False,2021
2021-09-20,3.2,3.4,6.0,1.0,12.9,6.4,18.5,0.0,10219,10274,10175,69,92,45,0.941,0.345,0.596,0.0,0.0,14.8,15.9,8.7,10.1,21.3,21.4,10177,10159,75,79,0,3,False,True,False,False,False,False,False,False,2021
2021-09-21,0.3,0.9,2.0,0.0,12.0,4.5,19.2,0.0,10301,10312,10277,71,95,41,0.333,0.237,0.096,0.0,0.0,13.4,15.0,6.9,9.1,19.9,20.9,10224,10184,72,77,0,1,False,True,False,False,False,False,False,False,2021
2021-09-22,1.7,1.8,3.0,0.0,12.8,5.0,20.3,0.0,10276,10303,10231,75,97,47,0.944,0.0,0.0,0.671,0.273,12.6,14.4,5.3,8.2,19.3,21.0,10265,10206,72,76,0,0,False,True,False,False,False,False,False,False,2021
2021-09-23,3.0,3.5,6.0,1.0,15.0,8.5,19.5,-0.1,10189,10227,10171,82,95,64,0.857,0.0,0.0,0.267,0.59,13.3,14.4,6.0,7.9,19.7,20.6,10255,10208,76,76,0,0,False,True,False,False,False,False,False,False,2021
2021-09-24,2.7,2.8,4.0,2.0,17.5,14.8,22.3,0.0,10160,10172,10146,82,97,59,0.964,0.0,0.0,0.45,0.514,15.1,14.5,9.4,8.4,20.7,20.7,10208,10208,80,76,0,0,False,True,False,False,False,False,False,False,2021
2021-09-25,1.5,2.1,3.0,1.0,17.1,13.1,22.7,0.0,10151,10166,10136,80,97,52,0.714,0.0,0.048,0.666,0.0,16.5,14.7,12.1,8.9,21.5,20.6,10167,10207,81,77,0,0,False,False,False,False,False,False,False,False,2021
2021-09-26,2.2,2.5,4.0,1.0,17.8,13.6,23.2,0.1,10142,10153,10129,83,93,61,0.88,0.0,0.0,0.811,0.069,17.5,15.0,13.8,9.4,22.7,20.8,10151,10205,82,77,0,0,False,False,False,False,False,False,False,False,2021
2021-09-27,3.9,4.2,8.0,2.0,15.1,10.0,20.6,3.3,10150,10212,10117,86,96,70,0.929,0.0,0.0,0.816,0.113,16.7,15.3,12.2,9.9,22.2,21.1,10148,10196,83,80,3,3,False,True,False,False,False,False,False,False,2021
2021-09-28,3.5,3.8,5.0,2.0,13.9,8.6,19.3,0.0,10203,10230,10161,75,91,51,0.921,0.0,0.03,0.891,0.0,15.6,15.6,10.7,10.5,21.0,21.1,10165,10182,81,80,3,3,False,True,False,False,False,False,False,False,2021
2021-09-29,3.3,4.1,7.0,2.0,11.6,7.9,15.2,5.7,10175,10241,10128,82,93,62,0.805,0.0,0.0,0.438,0.367,13.5,15.4,8.8,10.9,18.4,20.4,10176,10167,81,81,9,9,False,True,False,False,False,False,False,False,2021
2021-09-30,4.2,4.3,6.0,3.0,11.2,6.1,14.6,0.0,10233,10258,10189,76,90,63,0.977,0.0,0.0,0.771,0.206,12.2,14.9,7.5,10.6,16.4,19.7,10204,10173,78,81,6,9,False,True,False,False,False,False,False,False,2021
2021-10-01,5.8,5.8,8.0,3.0,13.6,10.8,17.7,3.9,10139,10181,10121,78,94,63,1.0,0.0,0.0,0.867,0.133,12.1,14.3,8.3,10.0,15.8,19.0,10182,10170,79,80,10,13,False,True,False,False,False,False,False,False,2021
2021-10-02,5.4,5.6,10.0,3.0,14.6,10.5,16.9,3.0,10044,10118,9940,85,96,66,0.964,0.0,0.032,0.932,0.0,13.1,14.0,9.1,9.6,16.4,18.2,10139,10155,80,81,7,16,False,False,False,False,False,False,False,False,2021
2021-10-03,2.7,3.7,8.0,1.0,12.7,11.3,17.0,25.7,10011,10112,9940,91,97,83,0.73,0.0,0.0,0.462,0.268,13.6,13.2,10.9,9.3,17.2,17.3,10065,10136,85,82,33,42,False,False,False,False,False,False,False,False,2021
2021-10-04,5.0,5.2,8.0,3.0,13.4,9.5,18.3,-0.1,10134,10148,10112,75,91,54,0.962,0.0,0.0,0.962,0.0,13.6,13.0,10.4,9.2,17.4,17.0,10063,10134,84,80,29,38,False,True,False,False,False,False,False,False,2021
2021-10-05,4.7,5.2,9.0,3.0,12.8,10.0,16.6,4.9,10054,10105,10017,81,91,69,0.904,0.0,0.02,0.884,0.0,13.0,12.8,10.3,9.4,17.3,16.6,10066,10113,82,81,31,43,False,True,False,False,False,False,False,False,2021
2021-10-06,4.1,4.4,7.0,2.0,11.9,9.9,14.3,19.0,10147,10232,10078,91,97,82,0.932,0.0,0.0,0.321,0.611,12.7,12.9,9.8,9.7,16.4,16.5,10112,10109,82,82,24,56,False,True,False,False,False,False,False,False,2021
2021-10-07,0.2,1.3,3.0,0.0,12.6,6.5,17.8,0.2,10276,10304,10236,91,99,75,0.154,0.019,0.135,0.0,0.0,12.4,13.1,8.8,9.8,16.2,16.9,10159,10115,88,85,24,57,False,True,False,False,False,False,False,False,2021
2021-10-08,2.0,2.2,4.0,1.0,10.6,6.3,17.4,0.0,10305,10318,10293,88,99,61,0.909,0.364,0.545,0.0,0.0,11.7,12.7,7.6,9.1,16.5,16.9,10243,10139,90,86,19,53,False,True,False,False,False,False,False,False,2021
2021-10-09,1.6,1.9,3.0,0.0,10.6,5.0,17.6,0.0,10287,10298,10279,86,99,56,0.842,0.225,0.617,0.0,0.0,11.3,12.1,5.9,8.4,17.6,17.0,10289,10173,88,86,0,50,False,False,False,False,False,False,True,False,2021
2021-10-10,1.0,1.3,3.0,0.0,10.3,2.9,16.8,0.5,10272,10280,10264,89,99,65,0.769,0.256,0.0,0.0,0.513,10.5,11.7,4.7,7.2,17.3,17.0,10288,10211,88,86,1,24,False,False,False,False,False,False,True,False,2021
2021-10-11,2.3,2.5,4.0,1.0,11.9,7.5,16.5,-0.1,10269,10278,10253,84,98,61,0.92,0.246,0.0,0.0,0.674,10.9,11.5,5.1,6.9,17.0,16.7,10276,10230,86,87,0,25,False,True,False,False,False,False,True,False,2021
2021-10-12,2.0,2.8,5.0,1.0,9.7,2.5,15.1,11.0,10218,10246,10193,89,97,68,0.714,0.198,0.0,0.0,0.516,10.6,11.1,4.3,5.8,16.1,16.5,10253,10253,87,88,11,31,False,True,False,False,False,False,True,False,2021
2021-10-13,1.9,2.3,4.0,1.0,10.6,4.2,14.4,1.0,10259,10270,10236,83,95,64,0.826,0.0,0.0,0.036,0.79,10.7,10.9,4.7,5.0,15.3,16.5,10249,10269,85,87,12,13,False,True,False,False,False,False,True,False,2021
2021-10-14,3.1,3.2,4.0,2.0,12.8,10.0,16.7,0.2,10229,10261,10177,84,94,71,0.969,0.0,0.0,0.549,0.42,11.0,10.9,5.6,5.5,15.4,16.4,10235,10263,85,86,12,13,False,True,False,False,False,False,True,False,2021
2021-10-15,1.2,2.8,5.0,0.0,10.4,2.4,15.6,1.4,10189,10227,10150,82,96,58,0.429,0.157,0.0,0.0,0.272,11.3,10.9,5.5,4.9,15.6,16.1,10226,10246,83,85,3,14,False,True,False,False,False,False,True,False,2021
2021-10-16,1.7,1.8,3.0,1.0,8.6,2.1,14.3,0.0,10219,10230,10208,77,95,45,0.944,0.0,0.0,0.808,0.136,10.6,10.6,4.8,4.5,15.5,15.6,10212,10236,81,84,2,14,False,False,True,True,False,False,True,False,2021
2021-10-17,2.5,2.5,4.0,1.0,10.5,7.6,14.9,-0.1,10206,10218,10197,74,86,54,1.0,0.0,0.0,0.889,0.111,9.8,10.6,4.0,5.2,14.9,15.4,10205,10227,78,82,1,13,False,False,True,True,False,False,True,False,2021
2021-10-18,3.1,3.2,4.0,1.0,11.7,5.7,16.6,0.0,10206,10224,10185,81,94,68,0.969,0.0,0.097,0.872,0.0,10.3,10.6,5.1,4.9,15.3,15.4,10210,10218,77,81,0,14,False,True,True,True,False,False,True,False,2021
2021-10-19,4.5,4.6,6.0,3.0,16.1,13.9,18.8,5.8,10151,10182,10104,92,97,83,0.978,0.0,0.0,0.804,0.174,12.8,11.5,9.1,6.6,16.8,15.9,10188,10208,82,82,6,8,False,True,True,True,False,False,True,False,2021
2021-10-20,5.1,5.3,7.0,2.0,16.0,13.0,17.9,9.2,10017,10096,9877,81,96,74,0.962,0.0,0.0,0.716,0.246,14.6,12.3,10.9,7.8,17.8,16.4,10125,10174,85,82,15,16,False,True,True,True,False,False,True,False,2021
2021-10-21,4.8,5.7,12.0,2.0,9.4,5.5,15.3,11.7,10034,10154,9856,82,89,66,0.842,0.0,0.0,0.15,0.692,13.8,11.8,10.8,7.2,17.3,16.2,10067,10146,85,81,27,28,False,True,True,True,False,False,True,False,2021
2021-10-22,3.4,3.8,6.0,2.0,8.2,4.5,12.1,5.6,10182,10248,10146,86,98,70,0.895,0.0,0.0,0.278,0.617,11.2,11.5,7.7,7.5,15.1,15.7,10078,10145,83,82,27,32,False,True,True,True,False,False,True,False,2021
2021-10-23,2.0,2.3,5.0,1.0,8.5,3.8,14.2,0.0,10269,10281,10250,90,98,68,0.87,0.0,0.0,0.851,0.019,8.7,11.5,4.6,7.7,13.9,15.7,10162,10152,86,84,17,32,False,False,True,True,True,False,True,False,2021
2021-10-24,2.7,2.9,5.0,1.0,7.6,2.4,13.9,0.0,10222,10267,10189,82,96,58,0.931,0.0,0.114,0.817,0.0,8.1,11.1,3.6,7.0,13.4,15.5,10224,10154,86,85,6,32,False,False,True,True,True,False,True,False,2021
2021-10-25,3.9,3.9,5.0,3.0,11.2,5.9,14.7,0.1,10175,10187,10163,86,93,78,1.0,0.0,0.0,0.822,0.178,9.1,11.0,4.0,7.0,14.3,15.3,10222,10150,86,86,0,32,False,True,False,False,True,False,False,False,2021
2021-10-26,4.0,4.1,5.0,2.0,12.0,8.0,15.3,-0.1,10202,10218,10180,87,98,70,0.976,0.0,0.0,0.683,0.293,10.3,10.4,5.4,6.2,14.6,14.8,10200,10157,85,85,0,26,False,True,False,False,True,False,False,False,2021
2021-10-27,4.0,4.1,6.0,3.0,13.1,9.6,16.3,-0.1,10216,10232,10197,84,93,68,0.976,0.0,0.0,0.759,0.217,12.1,10.0,7.8,5.7,15.4,14.5,10198,10186,86,85,0,17,False,True,False,False,True,False,False,False,2021
2021-10-28,4.1,4.1,7.0,2.0,11.7,7.0,16.6,0.0,10143,10195,10090,80,96,61,1.0,0.0,0.144,0.856,0.0,12.3,10.3,8.2,5.9,16.1,14.7,10187,10201,84,85,0,6,False,True,False,False,True,False,False,False,2021
2021-10-29,5.8,5.9,9.0,2.0,13.3,9.4,18.5,0.3,10057,10087,10034,76,95,56,0.983,0.0,0.055,0.928,0.0,12.7,11.1,8.7,6.6,17.1,15.6,10139,10183,80,84,0,0,False,True,False,False,True,False,False,False,2021
2021-10-30,3.8,4.2,8.0,2.0,12.1,7.7,14.5,11.0,10017,10058,9986,92,97,82,0.905,0.0,0.11,0.795,0.0,12.4,11.6,8.0,7.1,16.5,15.7,10072,10147,83,84,11,11,False,False,False,False,True,True,False,False,2021
2021-10-31,4.3,4.8,6.0,2.0,11.7,7.6,16.5,15.0,10000,10063,9933,88,96,74,0.896,0.0,0.07,0.826,0.0,12.4,12.2,8.2,7.9,16.5,16.1,10025,10116,85,85,26,26,False,False,False,False,True,True,False,False,2021
2021-11-01,5.2,5.3,7.0,3.0,9.2,6.1,13.1,3.2,9983,9995,9968,84,94,66,0.981,0.0,0.0,0.796,0.185,11.0,11.9,7.1,7.9,14.7,15.8,10000,10088,88,84,29,29,False,True,False,False,False,True,False,False,2021
2021-11-02,2.4,2.7,4.0,1.0,6.7,1.7,9.9,0.1,9994,10011,9984,92,98,81,0.889,0.0,0.0,0.731,0.158,9.2,11.1,5.1,7.0,13.2,15.1,9992,10059,88,85,18,30,False,True,False,False,False,True,False,False,2021
2021-11-03,0.4,0.7,1.0,0.0,3.4,-0.7,8.7,0.0,10019,10042,10002,96,99,83,0.571,0.469,0.102,0.0,0.0,6.4,9.7,2.4,5.5,10.6,14.0,9999,10030,91,87,3,30,False,True,False,False,False,True,False,False,2021
2021-11-04,1.4,2.0,4.0,0.0,4.9,-0.6,11.8,0.1,10082,10157,10038,94,99,77,0.7,0.132,0.0,0.0,0.568,5.0,8.8,0.1,4.5,10.1,13.3,10032,10022,94,89,0,30,False,True,False,False,False,True,False,False,2021
2021-11-05,2.0,2.4,4.0,1.0,7.0,2.0,13.0,0.2,10235,10283,10162,89,99,73,0.833,0.0,0.0,0.074,0.759,5.1,7.9,0.2,3.4,11.2,12.5,10112,10047,93,91,0,30,False,True,False,False,False,True,False,False,2021
2021-11-06,4.6,4.6,7.0,3.0,8.3,3.3,11.2,0.9,10248,10283,10182,85,95,78,1.0,0.0,0.0,0.689,0.311,6.7,7.3,1.6,2.8,12.0,12.0,10188,10080,89,90,1,20,False,False,False,False,False,True,False,False,2021
2021-11-07,4.2,4.5,7.0,2.0,9.9,6.9,12.3,1.6,10177,10205,10160,81,95,66,0.933,0.0,0.0,0.134,0.799,8.4,7.1,4.1,2.7,12.2,11.4,10220,10105,85,89,3,6,False,False,False,False,False,True,False,False,2021
2021-11-08,1.8,1.9,3.0,1.0,6.7,1.6,12.2,0.0,10232,10255,10206,87,98,62,0.947,0.0,0.0,0.463,0.484,8.3,6.7,3.9,2.0,11.9,11.3,10219,10141,84,89,3,3,False,True,False,False,False,False,False,False,2021
2021-11-09,2.6,2.6,4.0,1.0,6.9,0.9,11.8,0.0,10259,10268,10251,85,98,71,1.0,0.0,0.0,0.911,0.089,7.8,6.7,3.1,1.9,12.1,11.6,10223,10179,84,88,2,3,False,True,False,False,False,False,False,False,2021
2021-11-10,1.8,2.0,3.0,1.0,7.0,1.2,11.4,0.0,10245,10250,10238,82,96,67,0.9,0.0,0.0,0.72,0.18,6.9,7.2,1.2,2.2,11.8,12.0,10245,10211,85,86,0,3,False,True,False,False,False,False,False,False,2021
2021-11-11,2.2,2.2,3.0,1.0,8.9,6.8,11.4,-0.1,10240,10251,10225,83,90,78,1.0,0.0,0.0,0.9,0.1,7.6,7.8,3.0,3.2,11.5,11.9,10248,10234,83,85,0,3,False,True,False,False,False,False,False,False,2021
2021-11-12,3.6,3.8,6.0,1.0,6.7,2.2,10.4,0.9,10154,10220,10098,88,99,71,0.947,0.0,0.01,0.937,0.0,7.5,7.8,3.4,3.3,11.1,11.5,10213,10222,84,84,1,3,False,True,False,False,False,False,False,False,2021
2021-11-13,1.6,2.7,6.0,1.0,11.0,8.8,13.2,6.0,10122,10169,10084,95,98,86,0.593,0.0,0.0,0.145,0.448,8.9,8.2,5.9,4.1,11.7,11.8,10172,10204,89,86,7,8,False,False,False,False,False,False,False,False,2021
2021-11-14,2.9,3.1,4.0,1.0,9.5,7.6,11.6,0.0,10230,10269,10172,88,97,79,0.935,0.437,0.498,0.0,0.0,9.1,8.1,6.2,4.2,11.7,11.7,10169,10212,90,87,7,7,False,False,False,False,False,False,False,False,2021
2021-11-15,3.1,3.3,5.0,1.0,6.8,5.5,9.0,-0.1,10262,10271,10255,87,93,80,0.939,0.439,0.5,0.0,0.0,9.1,8.1,7.3,4.7,11.3,11.3,10205,10216,90,87,6,7,False,True,False,False,False,False,False,False,2021
2021-11-16,0.4,1.4,3.0,1.0,5.2,4.8,5.7,-0.1,10230,10250,10209,89,95,83,0.286,0.0,0.0,0.149,0.137,7.2,7.9,6.0,5.3,8.8,10.4,10241,10212,88,87,0,7,False,True,False,False,False,False,False,False,2021
2021-11-17,2.8,3.2,6.0,2.0,7.5,5.4,12.6,0.1,10225,10270,10195,89,96,72,0.875,0.0,0.0,0.369,0.506,6.5,7.9,5.2,5.9,9.1,10.6,10239,10209,88,88,0,7,False,True,False,False,False,False,False,False,2021
2021-11-18,3.1,3.1,5.0,2.0,9.0,4.7,11.6,0.0,10282,10294,10273,85,94,72,1.0,0.0,0.0,0.589,0.411,7.2,8.0,5.0,5.6,10.0,10.6,10246,10215,88,89,0,7,False,True,False,False,False,False,False,False,2021
2021-11-19,2.6,2.8,5.0,2.0,11.8,10.4,13.9,0.0,10296,10304,10286,86,94,80,0.929,0.0,0.0,0.268,0.661,9.4,8.7,6.8,6.7,12.7,11.1,10268,10235,87,88,0,6,False,True,False,False,False,False,False,False,2021
2021-11-20,2.7,2.7,4.0,1.0,9.5,7.6,11.1,0.6,10230,10290,10155,86,96,81,1.0,0.0,0.0,0.667,0.333,10.1,8.5,7.6,6.6,12.2,10.8,10269,10251,86,87,1,0,False,False,False,False,False,False,False,False,2021
2021-11-21,2.0,2.9,4.0,1.0,7.4,3.7,10.5,4.5,10147,10200,10123,86,98,71,0.69,0.375,0.0,0.0,0.315,9.6,8.2,7.2,6.0,11.8,10.6,10224,10239,86,87,5,5,False,False,False,False,False,False,False,False,2021
2021-11-22,2.1,2.3,4.0,1.0,3.2,-2.2,8.2,0.0,10275,10314,10207,86,97,67,0.913,0.75,0.163,0.0,0.0,6.7,7.7,3.0,4.9,9.9,10.5,10217,10241,86,87,5,5,False,True,False,False,False,False,False,False,2021
2021-11-23,0.6,1.0,2.0,0.0,5.4,-2.1,9.2,0.0,10302,10315,10282,95,98,91,0.6,0.0,0.0,0.14,0.46,5.3,7.7,-0.2,3.9,9.3,11.0,10241,10251,89,88,5,5,False,True,False,False,False,False,False,False,2021
2021-11-24,0.7,1.0,2.0,0.0,6.0,3.3,7.6,-0.1,10213,10281,10144,93,98,86,0.7,0.0,0.381,0.319,0.0,4.9,7.5,-0.3,3.6,8.3,10.3,10263,10249,91,88,0,5,False,True,False,False,False,False,False,False,2021
2021-11-25,1.5,2.0,3.0,1.0,4.7,2.4,9.1,0.3,10114,10140,10081,90,96,79,0.75,0.0,0.0,0.15,0.6,5.4,6.9,1.2,3.3,8.6,9.9,10210,10225,93,89,0,5,False,True,False,False,False,False,False,False,2021
2021-11-26,4.1,4.6,8.0,2.0,4.1,1.2,4.9,18.1,9932,10072,9838,91,95,79,0.891,0.0,0.0,0.584,0.307,4.9,5.8,2.3,2.0,7.2,8.7,10086,10173,91,90,18,23,False,True,False,False,False,False,False,False,2021
2021-11-27,2.0,2.2,4.0,1.0,2.3,-3.0,5.2,4.4,9895,9940,9840,92,98,81,0.909,0.0,0.0,0.636,0.273,3.7,4.7,0.2,0.5,6.4,7.8,9980,10125,91,90,23,27,False,False,False,False,False,False,False,False,2021
2021-11-28,1.9,2.4,4.0,1.0,2.5,-1.8,5.0,1.0,9993,10043,9942,92,98,83,0.792,0.334,0.0,0.0,0.458,3.0,4.0,-1.2,-0.3,5.0,7.0,9940,10103,92,91,24,24,False,False,False,False,False,False,False,False,2021
